year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,5,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",95,12,9.17,0,1.26,0,1.57,0,0,948,867,0,28,0,53
2022,5,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",150,13,7.15,0,3.71,1,1.14,1,1,537,346,0,96,26,69
2022,5,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",141,19,12.8,0,2.05,0,4.15,3,0,882,532,0,49,0,301
2022,5,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",148,15,9.25,0,0.39,0,5.36,3,0,729,561,0,19,0,149
2022,5,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",827,123,66.22,1.41,31.98,0,23.39,24,1,9269,5284,762,1482,0,1741
2022,5,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",247,45,30.78,0,6.54,0,7.68,10,1,1678,1026,0,244,0,408
2022,5,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",557,111,60.97,0.33,22.7,0,26.99,33,0,8060,5194,9,1477,0,1380
2022,5,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",566,117,63.46,2.12,28.79,0,22.63,21,1,6399,4098,99,817,0,1385
2022,5,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",362,77,52.63,1.54,13.98,0,8.85,12,0,4334,3192,32,622,0,488
2022,5,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",818,113,68.94,4.76,14.36,0,24.95,38,1,6189,4342,326,427,0,1094
2022,5,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",173,32,22.58,0,1.09,0,8.32,10,0,1765,1252,0,29,0,484
2022,5,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",208,28,19.6,0,5.91,0,2.49,12,0,1072,809,0,148,0,115
2022,5,DL,Delta Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,5,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Theodore Francis Green State",128,24,15.07,0,2.58,0,6.35,4,0,1197,840,0,80,0,277
2022,5,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",109,27,6.13,4.56,14.52,0,1.8,2,3,5460,481,2936,1879,0,164
2022,5,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",874,169,84.03,4.86,43.33,0,36.77,25,2,11149,6892,477,1525,0,2255
2022,5,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",232,40,27.28,0,6.61,0,6.11,8,0,1487,1155,0,185,0,147
2022,5,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",62,8,5.48,1,0.02,0,1.5,2,0,764,484,167,1,0,112
2022,5,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",52,5,3.66,0,0.1,0,1.24,0,0,212,141,0,3,0,68
2022,5,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",93,13,7.5,2,0.11,0,3.39,2,0,783,388,85,5,0,305
2022,5,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",609,115,66.71,1.52,26.72,0,20.04,17,0,6378,4320,80,1018,0,960
2022,5,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",691,110,62.98,1.78,16.94,0,28.3,20,1,5840,3427,75,665,0,1673
2022,5,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",418,70,33.22,6.93,12.02,0,17.83,8,3,3574,1813,544,361,0,856
2022,5,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",303,63,31.25,1,19.32,0,11.44,15,0,3905,2791,38,652,0,424
2022,5,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",212,35,25.29,1.29,3.85,0,4.57,9,0,1896,1474,28,121,0,273
2022,5,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2397,325,157.71,3.82,89.47,0,74,87,1,23101,15101,268,2477,0,5255
2022,5,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",767,155,93.51,1.86,42.19,0,17.43,21,1,8588,6032,292,1196,0,1068
2022,5,DL,Delta Air Lines Inc.,SGF,"Springfield, MO: Springfield-Branson National",74,4,3.49,0,0.51,0,0,1,0,240,213,0,27,0,0
2022,5,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",159,40,17.48,1,11.71,0,9.81,3,0,3120,2138,29,350,0,603
2022,5,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",190,36,17.28,0.85,15.72,0,2.15,7,0,1609,1053,33,465,0,58
2022,5,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4156,567,248.13,22.27,120.08,0,176.52,112,9,46365,26474,2838,4433,0,12620
2022,5,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",211,38,20.01,2.88,9.2,0,5.92,3,0,2762,1661,334,238,0,529
2022,5,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",374,52,24.9,0.07,14.92,0,12.11,10,2,3396,2239,19,368,0,770
2022,5,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",227,40,23.43,1.82,7.62,0,7.13,5,1,1635,1083,36,261,0,255
2022,5,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",371,69,40.05,3.52,10.2,0,15.24,10,2,5272,3591,260,307,0,1114
2022,5,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",85,23,4.28,0,16.35,0,2.37,0,0,824,305,0,469,0,50
2022,5,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",8,2,1,0,1,0,0,0,0,46,31,0,15,0,0
2022,5,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",88,12,8.14,0,2.56,0,1.3,5,0,652,513,0,102,0,37
2022,5,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",135,29,16.6,2,4.38,0,6.02,0,0,1447,795,55,233,0,364
2022,5,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",1103,254,129.64,1.56,68.91,0,53.89,44,0,14067,8121,93,2863,0,2990
2022,5,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",121,11,9.22,0,0.71,0,1.07,0,0,1158,1096,0,25,0,37
2022,5,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",99,14,6.03,2,0.2,0,5.77,1,0,659,394,69,8,0,188
2022,5,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",140,19,12.13,1,1.07,0,4.8,4,0,1532,1126,15,47,0,344
2022,5,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",215,23,13.98,1,5.32,0,2.7,5,0,1053,705,55,181,0,112
2022,5,DL,Delta Air Lines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",52,5,3.05,0,1,0,0.95,0,0,319,248,0,30,0,41
2022,5,F9,Frontier Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",9,3,1.4,0,0.79,0,0.81,0,0,87,33,0,24,0,30
2022,5,F9,Frontier Airlines Inc.,ALB,"Albany, NY: Albany International",31,6,2.61,0,2.5,0,0.89,1,0,420,195,0,89,0,136
2022,5,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",667,281,79.95,2.36,76.44,0,122.25,12,0,20911,5004,135,4242,0,11530
2022,5,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",33,5,3.1,0.5,0.23,0,1.17,1,0,274,127,15,7,0,125
2022,5,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",79,27,10.1,0,11.72,0,5.17,1,0,1677,614,0,553,0,510
2022,5,F9,Frontier Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",9,4,1.27,0,2.33,0,0.4,0,0,144,22,0,116,0,6
2022,5,F9,Frontier Airlines Inc.,BKG,"Branson, MO: Branson Airport",9,3,0.8,0,1.2,0,1,0,0,150,50,0,81,0,19
2022,5,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",13,2,0.06,0,0.94,0,1,0,0,170,2,0,32,0,136
2022,5,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",65,18,4.93,1.24,4.29,0,7.53,2,0,874,143,104,117,0,510
2022,5,F9,Frontier Airlines Inc.,BOS,"Boston, MA: Logan International",71,26,7.01,1,14.75,0,3.24,1,0,1306,490,18,584,0,214
2022,5,F9,Frontier Airlines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",13,4,2.35,0,0.03,0,1.62,0,0,139,78,0,1,0,60
2022,5,F9,Frontier Airlines Inc.,BTV,"Burlington, VT: Burlington International",9,5,2.59,0,0.46,0,1.95,0,0,478,369,0,24,0,85
2022,5,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",104,27,13.32,0,6.7,0,6.98,2,0,1463,658,0,357,0,448
2022,5,F9,Frontier Airlines Inc.,BUR,"Burbank, CA: Bob Hope",31,11,6.48,0,2.58,0,1.94,0,0,503,277,0,109,0,117
2022,5,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",127,53,25.45,1.99,8.66,0,16.9,2,1,3341,1509,141,304,0,1387
2022,5,F9,Frontier Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",10,3,0.02,0,0,0,2.98,1,0,446,7,0,0,0,439
2022,5,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",21,5,1.28,0,2.34,0,1.38,0,0,187,40,0,85,0,62
2022,5,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",343,109,37.56,2.7,31.34,0,37.39,1,0,7398,2436,75,1343,0,3544
2022,5,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",103,39,16.26,0.69,11.36,0,10.69,2,0,2985,899,27,400,0,1659
2022,5,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",22,6,1.76,0.85,2.42,0,0.97,0,0,355,48,148,90,0,69
2022,5,F9,Frontier Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",44,8,3.64,0,2.6,0,1.76,2,0,438,283,0,93,0,62
2022,5,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",228,66,23.59,1.41,17.77,0,23.23,1,0,4441,1896,77,697,0,1771
2022,5,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",90,26,10.68,0,11.77,0,3.55,1,0,1262,370,0,578,0,314
2022,5,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1776,533,108.35,6.26,232.86,0,185.53,19,0,31162,7501,315,9600,0,13746
2022,5,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",351,102,31.38,0,36.37,0,34.25,2,0,6512,1636,0,1561,0,3315
2022,5,F9,Frontier Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",8,5,2.01,0,0.28,0,2.71,0,0,376,170,0,13,0,193
2022,5,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",24,5,2.92,0,1,0,1.08,0,0,314,81,0,38,0,195
2022,5,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",63,17,6.63,0.23,3.52,0,6.61,1,0,842,274,7,84,0,477
2022,5,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International",44,10,4.47,0,3.54,0,1.99,1,0,542,282,0,102,0,158
2022,5,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International",19,4,0.5,0,0.5,0,3,0,0,301,55,0,14,0,232
2022,5,F9,Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",215,60,17.15,0,26.32,0,16.52,5,5,3610,959,0,1128,0,1523
2022,5,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",30,7,1.6,0,1.61,0,3.79,0,0,496,45,0,71,0,380
2022,5,F9,Frontier Airlines Inc.,GEG,"Spokane, WA: Spokane International",9,2,0.98,0,1.02,0,0,0,0,95,62,0,33,0,0
2022,5,F9,Frontier Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",8,1,0,0,1,0,0,0,0,20,0,0,20,0,0
2022,5,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",13,3,0.3,0.28,0.63,0,1.79,0,0,230,10,27,61,0,132
2022,5,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",30,14,5.01,0,6.61,0,2.38,0,0,953,356,0,337,0,260
2022,5,F9,Frontier Airlines Inc.,HOU,"Houston, TX: William P Hobby",5,1,0.55,0,0.45,0,0,1,0,96,53,0,43,0,0
2022,5,F9,Frontier Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",25,7,0.21,0,1.21,0,5.58,1,0,495,23,0,49,0,423
2022,5,F9,Frontier Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",7,2,0,0,1.83,0,0.17,0,0,56,0,0,49,0,7
2022,5,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",71,14,5.19,0,4.75,0,4.07,0,0,1199,297,0,218,0,684
2022,5,F9,Frontier Airlines Inc.,ILG,"Wilmington, DE: New Castle",8,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022,5,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",45,15,7.27,0,2.09,0,5.64,1,0,995,427,0,115,0,453
2022,5,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",224,77,30.77,0.84,26.55,0,18.84,7,0,4805,1597,73,1259,0,1876
2022,5,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",41,11,7.54,0,2.08,0,1.38,0,0,414,304,0,49,0,61
2022,5,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1196,449,119.36,8.01,173.61,0,148.03,13,2,34568,10082,2070,8117,0,14299
2022,5,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",92,38,13.78,0,17.83,0,6.39,3,0,1953,610,0,1080,0,263
2022,5,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",30,11,3.37,1.06,3.63,0,2.94,0,0,583,125,93,127,0,238
2022,5,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",22,5,2.65,0,0.35,0,2,2,0,153,69,0,7,0,77
2022,5,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",1366,524,148.59,2.16,167.95,0,205.3,37,7,39472,11438,109,9264,0,18661
2022,5,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",9,3,0.4,0,0.42,0,2.17,0,0,198,20,0,23,0,155
2022,5,F9,Frontier Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",237,67,23.11,1.19,21.02,0,21.68,0,1,4048,1575,55,1048,0,1370
2022,5,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",42,10,4.03,0,4.16,0,1.8,0,0,646,208,0,246,0,192
2022,5,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",279,119,35.85,0.35,37.76,0,45.04,2,0,9398,2210,21,2814,0,4353
2022,5,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",30,6,1.46,0,2.4,0,2.13,0,0,273,72,0,75,0,126
2022,5,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",17,4,1.76,0,1.24,0,1,0,0,137,42,0,46,0,49
2022,5,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",32,7,4.01,0,1.21,0,1.78,0,0,470,193,0,33,0,244
2022,5,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",65,13,3.41,0,4.87,0,4.72,2,0,890,225,0,158,0,507
2022,5,F9,Frontier Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",27,6,0.98,0,1.9,0,3.12,0,0,342,70,0,70,0,202
2022,5,F9,Frontier Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",63,13,5.79,0,4.54,0,2.67,2,0,1216,842,0,227,0,147
2022,5,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",27,7,0.31,0.63,2.13,0,3.94,0,0,324,32,15,60,0,217
2022,5,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",29,6,3.41,0,2.27,0,0.32,0,0,316,219,0,73,0,24
2022,5,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",202,55,22.35,1,16.3,0,15.35,1,0,4454,1534,81,640,0,2199
2022,5,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",62,27,11.81,3.47,9.14,0,2.59,1,0,1189,508,188,284,0,209
2022,5,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",45,20,7.3,0.09,5.07,0,7.54,0,0,1134,238,5,253,0,638
2022,5,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",48,18,2.35,0,10.88,0,4.77,3,1,1277,132,0,593,0,552
2022,5,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",55,20,9.06,0,7.06,0,3.88,1,0,1015,350,0,244,0,421
2022,5,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",700,301,86.49,6.28,92.42,0,115.81,10,0,24431,6775,1118,4188,0,12350
2022,5,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",397,122,49.49,0.8,27.26,0,44.45,2,0,7969,3415,72,1023,0,3459
2022,5,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",14,4,0.61,0,2.84,0,0.55,0,0,190,17,0,118,0,55
2022,5,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",25,9,2.23,0,2.68,0,4.09,1,0,509,144,0,101,0,264
2022,5,F9,Frontier Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",67,24,9.4,0.15,9.22,0,5.23,2,0,1456,678,7,374,0,397
2022,5,F9,Frontier Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",12,5,0.07,0,2.07,0,2.86,1,1,333,11,0,67,0,255
2022,5,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",265,65,14.29,0.41,26.98,0,23.32,8,2,3676,758,11,1030,0,1877
2022,5,F9,Frontier Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",15,4,1,0,0.87,0,2.13,1,0,231,42,0,26,0,163
2022,5,F9,Frontier Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",17,7,1.9,0,2.76,0,2.34,1,0,448,76,0,94,0,278
2022,5,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",161,45,15.39,0,16.45,0,13.16,1,0,3031,890,0,1006,0,1135
2022,5,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",160,46,17.16,1.56,12.78,0,14.49,1,0,2318,879,45,496,0,898
2022,5,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",50,12,3.69,0,2.54,0,5.77,0,0,776,209,0,56,0,511
2022,5,F9,Frontier Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",8,3,0.87,0,1.62,0,0.51,1,0,181,66,0,94,0,21
2022,5,F9,Frontier Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",10,3,0.4,0,1.4,0,1.2,0,0,144,27,0,85,0,32
2022,5,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",40,10,4.22,1,2.71,0,2.07,1,0,362,200,23,73,0,66
2022,5,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",221,70,24.84,1.55,24.55,0,19.06,1,0,3929,1226,68,935,0,1700
2022,5,F9,Frontier Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",317,145,62.65,5.35,41.21,0,35.8,3,0,10306,4735,199,2501,0,2871
2022,5,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",99,26,9,0,8.02,0,8.98,1,0,1197,397,0,246,0,554
2022,5,F9,Frontier Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",51,22,7.86,0,5.27,0,8.86,0,0,1133,472,0,198,0,463
2022,5,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",93,15,6.94,0,5.93,0,2.13,1,0,679,288,0,224,0,167
2022,5,F9,Frontier Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",13,7,1.86,0.13,3.14,0,1.87,0,0,331,73,10,132,0,116
2022,5,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",95,31,19.54,0.69,4.62,0,6.15,1,0,1606,921,31,232,0,422
2022,5,F9,Frontier Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",12,3,1,0,1,0,1,0,0,230,133,0,66,0,31
2022,5,F9,Frontier Airlines Inc.,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",43,12,2.57,0,8.78,0,0.65,0,0,425,148,0,227,0,50
2022,5,F9,Frontier Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",37,12,3.36,0,4.4,0,4.24,0,0,647,146,0,181,0,320
2022,5,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",363,145,45.32,1.91,46.56,0,51.2,0,0,10424,4157,557,2229,0,3481
2022,5,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer",220,66,16.28,2.75,27.18,0,19.79,5,2,3491,766,119,1191,0,1415
2022,5,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",23,11,3.25,0,4.16,0,3.59,0,0,494,113,0,199,0,182
2022,5,F9,Frontier Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",28,6,0.78,0.27,3.23,0,1.72,0,0,239,40,12,98,0,89
2022,5,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",130,48,11.01,3.66,10.04,0,23.3,3,0,2951,1186,425,292,0,1048
2022,5,G4,Allegiant Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",1,1,0.81,0,0.19,0,0,0,0,37,30,0,7,0,0
2022,5,G4,Allegiant Air,ALB,"Albany, NY: Albany International",38,10,3.39,0.2,2.88,0,3.52,1,0,405,154,5,70,0,176
2022,5,G4,Allegiant Air,AMA,"Amarillo, TX: Rick Husband Amarillo International",13,1,0,0,1,0,0,1,0,61,0,0,61,0,0
2022,5,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",105,41,12.51,1.09,7.53,0,19.87,0,0,2313,1037,82,257,0,937
2022,5,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",144,38,10.58,0.04,7.86,0,19.52,0,0,2753,721,3,306,0,1723
2022,5,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",256,96,22.77,4.02,22.52,0,46.68,6,0,5707,1197,234,895,0,3381
2022,5,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",422,122,34.31,4.02,30.63,1.07,51.97,4,0,5131,1450,211,955,20,2495
2022,5,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",31,7,2.74,0,2.65,0,1.61,1,0,508,359,0,63,0,86
2022,5,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",20,7,1.56,0.24,1.21,0,3.99,0,0,352,48,43,32,0,229
2022,5,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",32,5,1.96,0,1.11,0,1.93,0,0,205,90,0,36,0,79
2022,5,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",84,17,5.01,0,6.91,0,5.08,0,0,985,255,0,194,0,536
2022,5,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB/MidAmerica",107,27,7.73,2.58,5.17,0,11.51,0,0,1702,565,215,244,0,678
2022,5,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",19,2,2,0,0,0,0,0,0,201,201,0,0,0,0
2022,5,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",222,91,24.91,4.3,16.09,0,45.7,7,1,6239,1316,511,787,0,3625
2022,5,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",28,5,1.65,0,2.21,0,1.14,0,0,381,248,0,75,0,58
2022,5,G4,Allegiant Air,BOS,"Boston, MA: Logan International",67,27,12.76,2.07,11.34,0,0.83,2,1,1732,904,82,630,0,116
2022,5,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",36,12,0.8,0.78,2.7,0,7.72,2,0,874,93,219,132,0,430
2022,5,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",27,3,1,0,1.11,0,0.89,1,0,113,26,0,28,0,59
2022,5,G4,Allegiant Air,CAK,"Akron, OH: Akron-Canton Regional",37,7,2.42,0,0.01,0,4.57,0,0,487,286,0,2,0,199
2022,5,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",10,3,1.05,0,0.34,0,1.61,0,0,225,115,0,26,0,84
2022,5,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",31,8,3.27,0,1.62,0,3.11,1,0,536,273,0,81,0,182
2022,5,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",66,16,5.92,0,3.09,0,6.99,0,0,817,398,0,103,0,316
2022,5,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",20,5,0.47,0,1.63,0,2.9,1,0,238,14,0,161,0,63
2022,5,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",303,139,25.27,4.47,29.72,0.44,79.09,12,0,9182,1950,319,1129,43,5741
2022,5,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",27,6,1,0.13,1.15,0,3.73,0,0,665,335,5,218,0,107
2022,5,G4,Allegiant Air,DEN,"Denver, CO: Denver International",36,9,3.17,0.98,1.81,0.43,2.6,0,0,902,470,61,58,23,290
2022,5,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",148,49,13.79,1.83,10.28,0.41,22.68,2,2,3064,750,201,612,12,1489
2022,5,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
